ID,Answers,RT,category,condition,block,session
Participant_2,1,1.43118819756091,O,C,2,1
Participant_2,1,3.48939576651719,F,D,2,1
Participant_2,1,1.0566486209118,O,C,2,1
Participant_2,1,1.08331443232964,O,C,2,1
Participant_2,1,1.24159846055045,F,D,2,1
Participant_2,1,1.29509018601675,F,D,2,1
Participant_2,1,1.47323258498909,O,C,2,1
Participant_2,1,1.38826786401478,S,U,2,1
Participant_2,1,1.13152841564988,F,D,2,1
Participant_2,1,2.30770801796098,F,D,2,1
Participant_2,1,1.99943810134573,S,U,2,1
Participant_2,1,1.06605772931289,S,U,2,1
Participant_2,1,2.33998203976989,S,U,2,1
Participant_2,1,1.73325208467031,F,D,2,1
Participant_2,1,1.47166491340613,S,U,2,1
Participant_2,1,2.4956787684423,O,C,2,1
Participant_2,1,1.25895420141023,O,C,2,1
Participant_2,1,1.04532495189233,O,C,2,1
Participant_2,1,1.449637973059,F,D,2,1
Participant_2,1,1.18920282232284,O,C,2,1
Participant_2,1,1.45775189223968,S,U,2,1
Participant_2,1,1.77414855676761,S,U,2,1
Participant_2,1,1.16414470814743,S,U,2,1
Participant_2,1,2.63901321359845,O,C,2,1
Participant_2,1,1.63224425913904,F,D,2,1
Participant_2,1,1.11459910198755,S,U,2,1
Participant_2,1,1.39354663245649,F,D,2,1
Participant_2,1,2.77686209108288,F,D,2,1
Participant_2,1,1.87682103912812,F,D,2,1
Participant_2,1,2.12571340603063,O,C,2,1
Participant_2,1,1.71568595253302,O,C,2,1
Participant_2,0,1.78557331622869,S,U,2,1
Participant_2,1,2.82324669660011,O,C,2,1
Participant_2,1,1.77776112892934,O,C,2,1
Participant_2,1,1.76278691468906,O,C,2,1
Participant_2,1,1.29835535599886,O,C,2,1
Participant_2,1,1.75513021167535,F,D,2,1
Participant_2,1,2.55167876844098,F,D,2,1
Participant_2,1,1.32835715202054,S,U,2,1
Participant_2,1,1.65335420141128,F,D,2,1
Participant_2,1,1.04478255291724,O,C,2,1
Participant_2,1,2.4730945477877,F,D,2,1
Participant_2,1,1.8459894804364,F,D,2,1
Participant_2,1,0.989202822322113,S,U,2,1
Participant_2,1,1.21244592687617,S,U,2,1
Participant_2,1,1.86315946119248,F,D,2,1
Participant_2,1,1.70480102629881,S,U,2,1
Participant_2,1,1.50649134060404,S,U,2,1
Participant_2,1,1.78708132989186,F,D,1,2
Participant_2,1,1.18604475735492,S,U,1,2
Participant_2,1,1.06667316662652,S,U,1,2
Participant_2,1,1.12710688499692,S,U,1,2
Participant_2,1,2.08236235907498,S,U,1,2
Participant_2,1,3.42178495738244,F,D,1,2
Participant_2,1,2.09233346846395,O,C,1,2
Participant_2,1,1.80230868309081,F,D,1,2
Participant_2,1,1.79956125271292,O,C,1,2
Participant_2,1,1.01790602084429,O,C,1,2
Participant_2,1,1.77445156589147,F,D,1,2
Participant_2,1,1.52105114613141,O,C,1,2
Participant_2,1,1.28273490940273,F,D,1,2
Participant_2,1,1.13667465477511,O,C,1,2
Participant_2,1,1.86655462788576,F,D,1,2
Participant_2,1,1.56827882774951,S,U,1,2
Participant_2,1,1.58996936466338,O,C,1,2
Participant_2,1,1.85472435894144,S,U,1,2
Participant_2,1,1.16191057765855,S,U,1,2
Participant_2,1,1.57045922216003,S,U,1,2
Participant_2,1,1.11214585909829,O,C,1,2
Participant_2,1,1.2894274732771,O,C,1,2
Participant_2,1,1.53955499222593,S,U,1,2
Participant_2,1,1.58916268544135,S,U,1,2
Participant_2,1,2.38926685585011,O,C,1,2
Participant_2,1,1.80919727206947,O,C,1,2
Participant_2,1,1.05631667804164,O,C,1,2
Participant_2,1,1.33994498981383,F,D,1,2
Participant_2,1,1.32481103077407,O,C,1,2
Participant_2,0,1.81640812221258,F,D,1,2
Participant_2,1,5.07702657628306,F,D,1,2
Participant_2,1,2.35366315497777,F,D,1,2
Participant_2,1,1.8119852416703,F,D,1,2
Participant_2,1,1.01072698629378,F,D,1,2
Participant_2,1,1.29785193433645,S,U,1,2
Participant_2,1,2.32073658228683,S,U,1,2
Participant_2,1,1.66740389894949,F,D,1,2
Participant_2,1,0.949004223263273,O,C,1,2
Participant_2,1,1.1614533568013,O,C,1,2
Participant_2,1,1.46995684368767,S,U,1,2
Participant_2,1,3.03129987222428,F,D,1,2
Participant_2,1,1.19127277765529,O,C,1,2
Participant_2,1,1.30021860391116,S,U,1,2
Participant_2,1,1.30331754527288,O,C,1,2
Participant_2,1,1.2168899744961,S,U,1,2
Participant_2,1,1.3533963145228,S,U,1,2
Participant_2,1,1.30678185279658,S,U,1,2
Participant_2,1,1.52911793834983,F,D,1,2
Participant_2,1,1.12586607688081,F,D,1,2
Participant_2,1,1.02752561924945,F,D,1,2
Participant_2,1,1.08401471727711,O,C,1,2
Participant_2,1,2.12400640417081,S,U,1,2
Participant_2,1,1.08961272213173,O,C,1,2
Participant_2,1,2.30961908525023,F,D,1,2
Participant_2,1,1.83326063641471,F,D,2,2
Participant_2,0,1.05681238550233,S,U,2,2
Participant_2,1,1.3697197662068,O,C,2,2
Participant_2,1,1.33766042499474,F,D,2,2
Participant_2,1,1.55145864229507,F,D,2,2
Participant_2,1,1.01965947052713,S,U,2,2
Participant_2,1,1.69565357951069,F,D,2,2
Participant_2,1,1.82048051808079,F,D,2,2
Participant_2,1,1.30693682552237,O,C,2,2
Participant_2,1,1.82520718621845,F,D,2,2
Participant_2,1,1.44579136155335,S,U,2,2
Participant_2,1,1.07083946980856,O,C,2,2
Participant_2,1,1.24226444915394,O,C,2,2
Participant_2,1,2.22747789586037,O,C,2,2
Participant_2,1,1.30306404684097,S,U,2,2
Participant_2,1,1.56109671427021,S,U,2,2
Participant_2,1,1.48947057827445,O,C,2,2
Participant_2,1,1.37455111790769,S,U,2,2
Participant_2,1,1.52108193541426,F,D,2,2
Participant_2,1,1.59179927439936,F,D,2,2
Participant_2,1,1.6266999533027,S,U,2,2
Participant_2,1,1.90327290081223,F,D,2,2
Participant_2,1,2.32187629892269,S,U,2,2
Participant_2,1,2.22717770034842,F,D,2,2
Participant_2,1,2.23391952707652,O,C,2,2
Participant_2,1,1.29986863239083,O,C,2,2
Participant_2,1,1.49726078009735,F,D,2,2
Participant_2,1,1.40934865271265,S,U,2,2
Participant_2,1,1.2526296613687,O,C,2,2
Participant_2,1,1.29601278781593,F,D,2,2
Participant_2,1,1.54117348221644,O,C,2,2
Participant_2,1,0.909889517788542,S,U,2,2
Participant_2,1,1.21832680771513,S,U,2,2
Participant_2,1,1.06002524721225,O,C,2,2
Participant_2,1,1.34425497631855,S,U,2,2
Participant_2,1,3.07823505565102,O,C,2,2
Participant_2,1,1.0089945759546,F,D,2,2
Participant_2,1,1.00732066525325,F,D,2,2
Participant_2,1,1.65571218178047,F,D,2,2
Participant_2,1,1.13388873779331,S,U,2,2
Participant_2,1,1.44790145376737,O,C,2,2
Participant_2,1,1.76614410410912,F,D,2,2
Participant_2,1,1.26260641546014,O,C,2,2
Participant_2,1,1.08105945923762,F,D,2,2
Participant_2,1,1.45628640191262,S,U,2,2
Participant_2,1,1.61320911568055,S,U,2,2
Participant_2,1,1.22677538704738,F,D,2,2
Participant_2,1,1.56816593371059,O,C,2,2
Participant_2,1,1.03481446891055,O,C,2,2
Participant_2,1,4.02390326007207,O,C,2,2
Participant_2,1,1.46574538289042,S,U,2,2
Participant_2,1,1.50211778953417,O,C,2,2
Participant_2,1,1.02540834286901,S,U,2,2
Participant_2,1,1.61098099788069,S,U,2,2
Participant_2,1,2.30701332156514,F,D,1,3
Participant_2,1,0.955417402192325,O,C,1,3
Participant_2,1,1.40951137156662,F,D,1,3
Participant_2,1,1.73558951516861,O,C,1,3
Participant_2,1,1.05505562625694,S,U,1,3
Participant_2,1,1.0835153331418,O,C,1,3
Participant_2,1,1.70853380680728,F,D,1,3
Participant_2,1,1.26687261381812,O,C,1,3
Participant_2,1,0.964476168972396,S,U,1,3
Participant_2,1,1.51423549817355,O,C,1,3
Participant_2,1,1.32578051233668,S,U,1,3
Participant_2,1,1.46735498173166,S,U,1,3
Participant_2,1,1.47406297467114,F,D,1,3
Participant_2,1,6.84079754916092,F,D,1,3
Participant_2,1,1.07942392955374,S,U,1,3
Participant_2,1,1.3395634057224,S,U,1,3
Participant_2,1,1.00539944168486,O,C,1,3
Participant_2,1,1.06166457982636,F,D,1,3
Participant_2,1,1.43501477893187,F,D,1,3
Participant_2,1,1.25490167905082,O,C,1,3
Participant_2,1,1.3132030255756,O,C,1,3
Participant_2,1,1.53085307278616,S,U,1,3
Participant_2,1,1.21879644074033,S,U,1,3
Participant_2,1,1.82538486801604,F,D,1,3
Participant_2,1,1.16705324520717,O,C,1,3
Participant_2,1,1.37462026355752,F,D,1,3
Participant_2,1,1.42428927706351,O,C,1,3
Participant_2,1,1.16588683854025,S,U,1,3
Participant_2,1,1.67749137895589,S,U,1,3
Participant_2,1,2.12405989572653,S,U,1,3
Participant_2,1,1.51576008867323,F,D,1,3
Participant_2,1,1.43656964571619,O,C,1,3
Participant_2,1,2.01131768545474,F,D,1,3
Participant_2,1,1.07478806601284,S,U,1,3
Participant_2,1,1.29127786444406,F,D,1,3
Participant_2,1,1.20564062564154,O,C,1,3
Participant_2,1,1.43854427521637,F,D,1,3
Participant_2,1,1.45346175951363,F,D,1,3
Participant_2,1,1.1068070323081,O,C,1,3
Participant_2,1,1.70906133256722,F,D,1,3
Participant_2,1,1.00746490003712,S,U,1,3
Participant_2,1,1.6955632415129,O,C,1,3
Participant_2,1,1.55559546779477,F,D,1,3
Participant_2,1,2.63391046430479,F,D,1,3
Participant_2,1,1.12789831273858,S,U,1,3
Participant_2,1,1.53447288476491,F,D,1,3
Participant_2,1,1.28957674781395,S,U,1,3
Participant_2,1,1.17454328995427,O,C,1,3
Participant_2,1,2.04020228662921,O,C,1,3
Participant_2,1,1.86509195779763,S,U,1,3
Participant_2,1,1.24181873229554,S,U,1,3
Participant_2,1,0.926798103369947,S,U,1,3
Participant_2,1,0.922689765589894,O,C,1,3
Participant_2,1,1.31421702450825,O,C,1,3
Participant_2,1,1.73308941253708,S,U,2,3
Participant_2,1,1.00606757255991,O,C,2,3
Participant_2,1,1.82946652161354,S,U,2,3
Participant_2,1,2.50093599901447,O,C,2,3
Participant_2,1,1.3642057350462,S,U,2,3
Participant_2,1,2.54083860174887,O,C,2,3
Participant_2,1,1.41974475553161,F,D,2,3
Participant_2,1,1.28643879059109,F,D,2,3
Participant_2,1,1.56647286423959,O,C,2,3
Participant_2,1,1.66696241635509,F,D,2,3
Participant_2,1,1.93856428835352,F,D,2,3
Participant_2,1,1.14850311999635,O,C,2,3
Participant_2,1,1.21681873229591,S,U,2,3
Participant_2,1,1.85442752165545,F,D,2,3
Participant_2,1,2.04600866209603,O,C,2,3
Participant_2,1,2.11065776509713,S,U,2,3
Participant_2,1,1.4388506301575,S,U,2,3
Participant_2,1,3.3739680405597,F,D,2,3
Participant_2,1,1.49449792684391,S,U,2,3
Participant_2,1,1.50951804261331,F,D,2,3
Participant_2,1,1.11276273656586,S,U,2,3
Participant_2,1,2.85934716121301,F,D,2,3
Participant_2,1,1.37164856931759,F,D,2,3
Participant_2,1,1.40830904388531,S,U,2,3
Participant_2,1,1.48644854058057,O,C,2,3
Participant_2,1,1.17151155630381,O,C,2,3
Participant_2,1,1.14238320538607,S,U,2,3
Participant_2,1,1.50207366886934,O,C,2,3
Participant_2,1,1.34034648384659,S,U,2,3
Participant_2,1,1.78540426536347,O,C,2,3
Participant_2,1,1.56934808489677,F,D,2,3
Participant_2,1,1.47106408308991,F,D,2,3
Participant_2,1,1.58767857875955,O,C,2,3
Participant_2,0,1.44274446816326,F,D,2,3
Participant_2,1,1.45673980869469,S,U,2,3
Participant_2,1,1.40992343692233,O,C,2,3
Participant_2,1,1.00826696498189,F,D,2,3
Participant_2,1,1.55656328256555,F,D,2,3
Participant_2,1,1.59376719077136,S,U,2,3
Participant_2,1,1.43915185352398,S,U,2,3
Participant_2,1,1.62867215402912,F,D,2,3
Participant_2,1,1.74530666283499,O,C,2,3
Participant_2,1,1.03528110759908,S,U,2,3
Participant_2,1,1.11030522599413,O,C,2,3
Participant_2,1,1.49260283673357,O,C,2,3
Participant_2,1,1.16249897368562,O,C,2,3
Participant_2,1,2.05082567018417,F,D,2,3
Participant_2,1,1.20805503099473,S,U,2,3
Participant_2,1,1.59138665380397,S,U,2,3
Participant_2,1,1.40654737468685,S,U,2,3
Participant_2,1,2.70964838458076,O,C,2,3
Participant_2,1,1.2928737838165,F,D,2,3
Participant_2,1,1.21684336384988,O,C,2,3
Participant_2,1,1.44852621207792,F,D,2,3
Participant_3,0,2.97327674562985,S,C,1,1
Participant_3,1,1.84566858660673,O,D,1,1
Participant_3,1,1.70344482458222,O,D,1,1
Participant_3,1,1.48183948532096,S,C,1,1
Participant_3,0,1.46339234301649,S,C,1,1
Participant_3,1,1.58507354957874,O,D,1,1
Participant_3,1,3.71410762891446,S,C,1,1
Participant_3,0,3.76395966361724,F,U,1,1
Participant_3,1,2.23369085598551,F,U,1,1
Participant_3,1,3.18275646917118,O,D,1,1
Participant_3,1,2.19980527927328,F,U,1,1
Participant_3,0,3.39120324256601,F,U,1,1
Participant_3,1,1.85456511034499,S,C,1,1
Participant_3,0,4.49576923508721,F,U,1,1
Participant_3,1,1.25387733235766,O,D,1,1
Participant_3,1,2.04031488939927,F,U,1,1
Participant_3,1,2.07846379140847,S,C,1,1
Participant_3,1,2.7772144670771,O,D,1,1
Participant_3,1,1.88177917643043,F,U,1,1
Participant_3,1,1.72518746280821,O,D,1,1
Participant_3,0,1.67500918267069,S,C,1,1
Participant_3,1,2.75169931526943,F,U,1,1
Participant_3,1,1.8921221511664,F,U,1,1
Participant_3,1,2.1551266566903,O,D,1,1
Participant_3,1,1.68188632094916,S,C,1,1
Participant_3,1,2.06523689685127,O,D,1,1
Participant_3,1,1.65964902150426,O,D,1,1
Participant_3,1,2.69121527226434,S,C,1,1
Participant_3,1,2.03820985248331,S,C,1,1
Participant_3,1,1.56145235357053,S,C,1,1
Participant_3,1,2.98302785917895,F,U,1,1
Participant_3,1,1.94605786766351,F,U,1,1
Participant_3,1,1.45935934635418,O,D,1,1
Participant_3,1,3.21562802246171,F,U,1,1
Participant_3,1,4.03644870456174,S,C,1,1
Participant_3,1,1.25354531266748,O,D,1,1
Participant_3,1,1.20603794648196,F,U,1,1
Participant_3,1,2.55749025193381,F,U,1,1
Participant_3,1,1.54788766506681,F,U,1,1
Participant_3,1,1.85447721334458,S,C,1,1
Participant_3,1,1.61588369366291,O,D,1,1
Participant_3,1,1.63565731076869,F,U,1,1
Participant_3,1,1.83376207180299,O,D,1,1
Participant_3,1,2.04788269279197,S,C,1,1
Participant_3,1,2.78954699361748,F,U,1,1
Participant_3,1,1.07663848509219,S,C,1,1
Participant_3,1,3.05638464240565,S,C,1,1
Participant_3,1,2.36779409004976,S,C,1,1
Participant_3,1,1.62773342828768,S,C,1,1
Participant_3,1,1.53271580878845,O,D,1,1
Participant_3,1,1.16572434025147,O,D,1,1
Participant_3,1,2.30559156445452,F,U,1,1
Participant_3,1,2.05716448768726,O,D,1,1
Participant_3,1,1.66911302623885,O,D,1,1
Participant_3,1,1.75001098712528,O,D,2,1
Participant_3,1,4.29561653810924,S,C,2,1
Participant_3,1,2.61269983334932,O,D,2,1
Participant_3,1,3.3374616052115,F,U,2,1
Participant_3,1,1.35560624068694,F,U,2,1
Participant_3,1,1.57215878560964,O,D,2,1
Participant_3,1,1.85185955085944,S,C,2,1
Participant_3,1,2.34426720688043,F,U,2,1
Participant_3,1,2.5716484055838,S,C,2,1
Participant_3,1,1.62638642280035,S,C,2,1
Participant_3,1,2.23728597160607,F,U,2,1
Participant_3,1,1.65020779299903,S,C,2,1
Participant_3,1,1.88185873283965,S,C,2,1
Participant_3,1,1.50981126204442,O,D,2,1
Participant_3,1,1.41154979413204,O,D,2,1
Participant_3,1,3.86275845808086,F,U,2,1
Participant_3,1,1.32165522241303,O,D,2,1
Participant_3,1,1.07647680593891,F,U,2,1
Participant_3,1,1.35160532322243,O,D,2,1
Participant_3,1,1.17269386661792,O,D,2,1
Participant_3,1,1.71871420162097,S,C,2,1
Participant_3,1,1.53861934343513,S,C,2,1
Participant_3,1,1.51157080600569,F,U,2,1
Participant_3,1,1.54314186864485,S,C,2,1
Participant_3,1,1.66657684491383,O,D,2,1
Participant_3,1,1.38513867034908,S,C,2,1
Participant_3,1,1.58331913828806,F,U,2,1
Participant_3,1,1.56144208822752,O,D,2,1
Participant_3,1,2.70382977494864,F,U,2,1
Participant_3,1,1.22534737760543,S,C,2,1
Participant_3,1,1.69019996567567,F,U,2,1
Participant_3,1,1.15347971070969,O,D,2,1
Participant_3,1,1.30495928347864,O,D,2,1
Participant_3,1,2.11651645582606,F,U,2,1
Participant_3,1,2.32126802650328,S,C,2,1
Participant_3,1,1.87487829954534,F,U,2,1
Participant_3,1,1.24954984866599,O,D,2,1
Participant_3,1,1.51217229095164,F,U,2,1
Participant_3,1,1.89859701631394,O,D,2,1
Participant_3,1,1.55412129465185,F,U,2,1
Participant_3,1,1.31567020660623,O,D,2,1
Participant_3,1,1.26573091648697,F,U,2,1
Participant_3,1,1.15133072529443,F,U,2,1
Participant_3,1,1.4869981410111,S,C,2,1
Participant_3,1,1.15002317721974,O,D,2,1
Participant_3,1,1.23155919333658,S,C,2,1
Participant_3,1,2.03492365953025,F,U,2,1
Participant_3,1,1.71277249273044,S,C,2,1
Participant_3,1,1.50265984662929,S,C,2,1
Participant_3,1,1.34437563456686,S,C,2,1
Participant_3,1,1.19220635905913,O,D,2,1
Participant_3,1,1.350438923615,O,D,2,1
Participant_3,1,1.72193302825963,F,U,2,1
Participant_3,1,2.98653443621606,S,C,2,1
Participant_3,1,1.69066858287624,F,U,1,2
Participant_3,1,1.10552038405422,O,D,1,2
Participant_3,1,1.8841769948981,O,D,1,2
Participant_3,1,1.27195827111291,S,C,1,2
Participant_3,1,1.31507042230942,O,D,1,2
Participant_3,1,1.70287511648803,S,C,1,2
Participant_3,1,2.43393936672055,F,U,1,2
Participant_3,1,2.0037202483586,O,D,1,2
Participant_3,1,1.18666651696276,S,C,1,2
Participant_3,1,1.18707264220393,O,D,1,2
Participant_3,1,1.98688978960718,O,D,1,2
Participant_3,1,2.01200892448969,F,U,1,2
Participant_3,1,1.19011216563194,S,C,1,2
Participant_3,1,1.7355954658974,F,U,1,2
Participant_3,1,1.43044912768073,F,U,1,2
Participant_3,1,1.59556630571979,F,U,1,2
Participant_3,1,1.73227428531072,S,C,1,2
Participant_3,1,1.54711934981424,S,C,1,2
Participant_3,1,1.69623339690406,O,D,1,2
Participant_3,1,1.98855406903158,S,C,1,2
Participant_3,1,1.52949396345821,S,C,1,2
Participant_3,1,1.17321883125078,O,D,1,2
Participant_3,1,1.8147443351786,O,D,1,2
Participant_3,1,2.15242496226665,O,D,1,2
Participant_3,1,1.2104665467964,S,C,1,2
Participant_3,1,1.01787015220089,S,C,1,2
Participant_3,1,1.22016896221521,F,U,1,2
Participant_3,1,1.93686677263577,F,U,1,2
Participant_3,1,1.33571031015936,F,U,1,2
Participant_3,1,1.55549303636371,F,U,1,2
Participant_3,1,2.66966459380274,S,C,1,2
Participant_3,1,1.24024874369024,F,U,1,2
Participant_3,1,1.83038240252245,O,D,1,2
Participant_3,1,1.48100915385794,O,D,1,2
Participant_3,1,1.23588049139198,F,U,1,2
Participant_3,1,1.91463350084086,S,C,1,2
Participant_3,1,1.4472362792385,O,D,1,2
Participant_3,1,1.76028986948495,O,D,1,2
Participant_3,1,1.77448468449074,O,D,1,2
Participant_3,1,1.26891201100989,S,C,1,2
Participant_3,0,2.73758599284974,F,U,1,2
Participant_3,1,1.64022019302138,O,D,1,2
Participant_3,1,2.33521275861949,F,U,1,2
Participant_3,1,1.60500984035662,O,D,1,2
Participant_3,1,1.52322564812403,F,U,1,2
Participant_3,1,1.98582924454604,S,C,1,2
Participant_3,1,1.93969008088789,O,D,1,2
Participant_3,1,1.8152287341627,F,U,1,2
Participant_3,1,1.52605890099221,S,C,1,2
Participant_3,1,1.19289152510282,F,U,1,2
Participant_3,1,1.7682526188828,F,U,1,2
Participant_3,1,1.98600215252827,S,C,1,2
Participant_3,1,1.70887268166189,S,C,1,2
Participant_3,1,1.48699356647558,S,C,1,2
Participant_3,1,1.15686667639784,F,U,2,2
Participant_3,1,1.3550958933547,F,U,2,2
Participant_3,1,1.46811612102283,F,U,2,2
Participant_3,1,1.70940969086678,O,D,2,2
Participant_3,1,2.18776010380952,S,C,2,2
Participant_3,1,2.17368622815229,F,U,2,2
Participant_3,1,1.28526031633464,S,C,2,2
Participant_3,1,1.59894298367271,O,D,2,2
Participant_3,1,1.67793434308624,S,C,2,2
Participant_3,1,2.18376910528968,O,D,2,2
Participant_3,1,1.28945181112249,O,D,2,2
Participant_3,1,1.41937531778694,S,C,2,2
Participant_3,1,1.33182998558004,O,D,2,2
Participant_3,1,1.3096794786461,F,U,2,2
Participant_3,1,1.75268448463703,S,C,2,2
Participant_3,1,1.43091139187709,O,D,2,2
Participant_3,1,1.76686518470524,F,U,2,2
Participant_3,1,2.08833127757862,S,C,2,2
Participant_3,1,2.9679562051997,O,D,2,2
Participant_3,1,2.29490595121024,F,U,2,2
Participant_3,1,2.28461295398392,S,C,2,2
Participant_3,1,2.07405594327065,F,U,2,2
Participant_3,1,1.54663398844878,S,C,2,2
Participant_3,1,1.77898670789909,O,D,2,2
Participant_3,1,1.1138732189911,O,D,2,2
Participant_3,1,1.14537872141136,S,C,2,2
Participant_3,1,1.43361504395671,F,U,2,2
Participant_3,1,1.80723262218726,O,D,2,2
Participant_3,1,1.90569329203663,F,U,2,2
Participant_3,1,2.10360299814056,S,C,2,2
Participant_3,1,2.24802350778646,F,U,2,2
Participant_3,1,3.46522063411339,S,C,2,2
Participant_3,1,1.58175227322681,F,U,2,2
Participant_3,1,1.47266626353576,O,D,2,2
Participant_3,1,1.51405286364843,S,C,2,2
Participant_3,1,1.7745366531235,O,D,2,2
Participant_3,1,1.4971345073327,F,U,2,2
Participant_3,1,2.11526835222594,S,C,2,2
Participant_3,1,3.83189590875281,S,C,2,2
Participant_3,1,1.69582791325138,S,C,2,2
Participant_3,1,1.45999714493337,O,D,2,2
Participant_3,1,1.2419483104577,F,U,2,2
Participant_3,1,1.08186374915113,F,U,2,2
Participant_3,1,1.47174558467123,S,C,2,2
Participant_3,1,1.88924521976787,O,D,2,2
Participant_3,1,1.63912147347128,O,D,2,2
Participant_3,1,1.96352700203533,O,D,2,2
Participant_3,1,1.31454881121772,F,U,2,2
Participant_3,1,1.85705257653808,F,U,2,2
Participant_3,1,1.13022216590434,O,D,2,2
Participant_3,1,2.17603989394502,F,U,2,2
Participant_3,1,1.89555780467799,S,C,2,2
Participant_3,1,2.28038777582242,O,D,2,2
Participant_3,1,1.41523290448458,S,C,2,2
Participant_3,1,1.45280105504207,O,D,1,3
Participant_3,1,1.92147552508686,S,C,1,3
Participant_3,1,2.74853160776547,F,U,1,3
Participant_3,1,1.4047246155169,S,C,1,3
Participant_3,1,1.17833409451123,F,U,1,3
Participant_3,1,1.11346158780361,S,C,1,3
Participant_3,1,1.51022050258325,F,U,1,3
Participant_3,1,2.14330358745792,F,U,1,3
Participant_3,1,2.22827431198675,S,C,1,3
Participant_3,1,1.84472759181517,S,C,1,3
Participant_3,1,2.47516946934775,O,D,1,3
Participant_3,0,1.85615246853558,S,C,1,3
Participant_3,1,1.36433061532443,O,D,1,3
Participant_3,1,1.69102287130954,O,D,1,3
Participant_3,1,2.29585730193503,O,D,1,3
Participant_3,1,1.41908011884516,F,U,1,3
Participant_3,1,1.70061937774881,F,U,1,3
Participant_3,1,2.26483966480737,O,D,1,3
Participant_3,1,1.44114885079034,S,C,1,3
Participant_3,1,2.17051105078281,F,U,1,3
Participant_3,1,1.59682049334515,O,D,1,3
Participant_3,1,1.46994196219748,S,C,1,3
Participant_3,1,1.53153284447035,S,C,1,3
Participant_3,1,1.23153130500577,O,D,1,3
Participant_3,1,1.35130315641436,S,C,1,3
Participant_3,1,1.25452422859962,O,D,1,3
Participant_3,1,1.70281516679825,F,U,1,3
Participant_3,0,2.26630420838046,F,U,1,3
Participant_3,1,1.75755953877524,S,C,1,3
Participant_3,1,1.57574471578846,F,U,1,3
Participant_3,1,1.31234188420785,O,D,1,3
Participant_3,1,1.35081104103301,F,U,1,3
Participant_3,1,1.34393117568834,F,U,1,3
Participant_3,1,1.49872942890943,S,C,1,3
Participant_3,1,1.40727345502091,O,D,1,3
Participant_3,1,2.0802132671015,O,D,1,3
Participant_3,1,1.41016662133916,S,C,1,3
Participant_3,1,3.01867523977126,F,U,1,3
Participant_3,1,2.26497462450061,F,U,1,3
Participant_3,1,1.95145864228834,F,U,1,3
Participant_3,1,2.50456091916567,F,U,1,3
