ID,acc,Confidence,RT,RT_hits,RT_fails,Pair,category,condition,session,PairType,Distance,Block
Participant_5,1,0,0.801198472850956,0.801198472850956,0,BC,O,C,3,Premise,0,3
Participant_5,0.5,-2,0.723894793020008,0.810582789818,0.637206796222017,CD,O,C,3,Premise,0,3
Participant_5,0.5,-2,0.672492084591795,0.557395329269639,0.787588839913951,DE,O,C,3,Premise,0,3
Participant_5,0.5,-1.5,0.687608083215309,0.633104637381621,0.742111529048998,EF,O,C,3,Premise,0,3
Participant_5,0,-2,0.688102764368523,0,0.688102764368523,BD,O,C,3,Inference,1,3
Participant_5,0.5,-1.5,0.935887988587638,0.858475519955391,1.01330045721988,CE,O,C,3,Inference,1,3
Participant_5,0.5,-1.5,0.557920799696149,0.526891360008449,0.588950239383848,BE,O,C,3,Inference,2,3
Participant_5,0.5,-2,0.662051182051073,0.702244538748346,0.6218578253538,AF,O,C,3,Anchor,3,3
Participant_5,0.5,-2,1.31660619993636,2.14149523022934,0.49171716964338,AB,S,D,3,Premise,0,4
Participant_5,1,-2,0.933330938612926,0.933330938612926,0,BC,S,D,3,Premise,0,4
Participant_5,0.5,-2,0.780452653776592,1.07192941043468,0.488975897118507,CD,S,D,3,Premise,0,4
Participant_5,1,-1.5,0.850705331165955,0.850705331165955,0,DE,S,D,3,Premise,0,4
Participant_5,0.5,-1,0.503956422900956,0.504430064705957,0.503482781095954,EF,S,D,3,Premise,0,4
Participant_5,0.5,-1.5,0.520347867583041,0.542261883376341,0.498433851789741,BD,S,D,3,Inference,1,4
Participant_5,0.5,-2,0.760040641853266,0.758218942595704,0.761862341110827,CE,S,D,3,Inference,1,4
Participant_5,0,-2,0.883790212086751,0,0.883790212086751,BE,S,D,3,Inference,2,4
Participant_5,0.5,-1.5,0.531902315869957,0.575464020163054,0.488340611576859,AF,S,D,3,Anchor,3,4
Participant_5,0,0,1.0708764169467,0,1.0708764169467,AB,F,U,3,Premise,0,4
Participant_5,1,0,0.950162156892475,0.950162156892475,0,BC,F,U,3,Premise,0,4
Participant_5,0,0,1.0966213893189,0,1.0966213893189,CD,F,U,3,Premise,0,4
Participant_5,0,-1,1.13358931201219,0,1.13358931201219,DE,F,U,3,Premise,0,4
Participant_5,0,0,0.828897025239712,0,0.828897025239712,EF,F,U,3,Premise,0,4
Participant_5,1,0,1.16511061049823,1.16511061049823,0,BD,F,U,3,Inference,1,4
Participant_5,0,0,1.00916391700957,0,1.00916391700957,CE,F,U,3,Inference,1,4
Participant_5,1,0,1.15000615785902,1.15000615785902,0,BE,F,U,3,Inference,2,4
Participant_5,0,0,1.0643388257995,0,1.0643388257995,AF,F,U,3,Anchor,3,4
Participant_5,1,-1,1.21340231843351,1.21340231843351,0,AB,O,C,3,Premise,0,4
Participant_5,1,0.5,1.35390921266662,1.35390921266662,0,BC,O,C,3,Premise,0,4
Participant_5,0.5,-2,0.678879577979387,0.721722352500365,0.63603680345841,CD,O,C,3,Premise,0,4
Participant_5,0.5,-2,0.584118374532409,0.54025852734776,0.627978221717058,DE,O,C,3,Premise,0,4
Participant_5,0.5,-2,0.557156712322467,0.479038655947079,0.635274768697855,EF,O,C,3,Premise,0,4
Participant_5,0.5,-1.5,0.69561688894828,0.863949341364787,0.527284436531772,BD,O,C,3,Inference,1,4
Participant_5,0,-2,0.914157938761491,0,0.914157938761491,CE,O,C,3,Inference,1,4
Participant_5,0.5,-1.5,0.560518645474076,0.578329476120416,0.542707814827736,BE,O,C,3,Inference,2,4
Participant_5,0.5,-2,0.733556470109761,0.806477552046999,0.660635388172523,AF,O,C,3,Anchor,3,4
Participant_6,1,0,1.86095362332537,1.86095362332537,0,AB,S,D,3,Premise,0,1
Participant_6,0.5,-1,1.47490419017868,0.649109743555982,2.30069863680137,BC,S,D,3,Premise,0,1
Participant_6,1,0,0.839434388490076,0.839434388490076,0,CD,S,D,3,Premise,0,1
Participant_6,0.5,1,1.4432712972864,0.915661185270437,1.97088140930236,DE,S,D,3,Premise,0,1
Participant_6,1,0.5,1.53466986409069,1.53466986409069,0,EF,S,D,3,Premise,0,1
Participant_6,1,-1,1.69418192678847,1.69418192678847,0,BD,S,D,3,Inference,1,1
Participant_6,0.5,1,6.72417753400816,0.69851261282156,12.7498424551948,CE,S,D,3,Inference,1,1
Participant_6,0.5,-1,1.71685221373536,1.53010901895254,1.90359540851819,BE,S,D,3,Inference,2,1
Participant_6,1,2,1.44571247200622,1.44571247200622,0,AF,S,D,3,Anchor,3,1
Participant_6,0,1.5,0.797339391538344,0,0.797339391538344,AB,O,U,3,Premise,0,1
Participant_6,0.5,0,0.791879976517066,0.83481658089795,0.748943372136182,BC,O,U,3,Premise,0,1
Participant_6,0.5,0,1.58329912164925,0.754100270340814,2.41249797295768,CD,O,U,3,Premise,0,1
Participant_6,0.5,0,1.70509100650099,2.00306724853908,1.4071147644629,DE,O,U,3,Premise,0,1
Participant_6,1,2,0.94338778807105,0.94338778807105,0,EF,O,U,3,Premise,0,1
Participant_6,1,2,0.769895548307318,0.769895548307318,0,BD,O,U,3,Inference,1,1
Participant_6,0.5,0,2.01350010160866,3.32057750691229,0.706422696305026,CE,O,U,3,Inference,1,1
Participant_6,1,0,1.3022599725349,1.3022599725349,0,BE,O,U,3,Inference,2,1
Participant_6,0.5,2,0.944121885282698,0.676774508737253,1.21146926182814,AF,O,U,3,Anchor,3,1
Participant_6,0.5,1,3.37256164774431,5.5263874719551,1.21873582353351,AB,F,C,3,Premise,0,1
Participant_6,0.5,1,1.61789200945054,1.82168853135386,1.41409548754723,BC,F,C,3,Premise,0,1
Participant_6,1,1,1.63832664837037,1.63832664837037,0,CD,F,C,3,Premise,0,1
Participant_6,0,1,1.40350483308453,0,1.40350483308453,DE,F,C,3,Premise,0,1
Participant_6,1,-2,2.02105173217171,2.02105173217171,0,EF,F,C,3,Premise,0,1
Participant_6,1,1,2.21085524762759,2.21085524762759,0,BD,F,C,3,Inference,1,1
Participant_6,0.5,0,1.1492703674129,1.63709169210301,0.661449042722779,CE,F,C,3,Inference,1,1
Participant_6,1,2,1.25880403478914,1.25880403478914,0,BE,F,C,3,Inference,2,1
Participant_6,1,2,1.02188230633283,1.02188230633283,0,AF,F,C,3,Anchor,3,1
Participant_6,1,0,1.21033257862359,1.21033257862359,0,AB,S,D,3,Premise,0,2
Participant_6,0,2,1.02047492317763,0,1.02047492317763,BC,S,D,3,Premise,0,2
Participant_6,1,-0.5,0.924428014853333,0.924428014853333,0,CD,S,D,3,Premise,0,2
Participant_6,1,1,1.14358130646212,1.14358130646212,0,DE,S,D,3,Premise,0,2
Participant_6,1,2,0.777723010573595,0.777723010573595,0,EF,S,D,3,Premise,0,2
Participant_6,0.5,0,1.83343126427906,2.75504656552312,0.911815963034996,BD,S,D,3,Inference,1,2
Participant_6,1,1,1.6519604321345,1.6519604321345,0,CE,S,D,3,Inference,1,2
Participant_6,0.5,0,1.78486666680362,1.5477750773357,2.02195825627155,BE,S,D,3,Inference,2,2
Participant_6,1,1,0.605649187232984,0.605649187232984,0,AF,S,D,3,Anchor,3,2
Participant_6,0,2,0.559463413682806,0,0.559463413682806,AB,O,U,3,Premise,0,2
Participant_6,0.5,-1,1.88689052740051,0.67697669979043,3.09680435501059,BC,O,U,3,Premise,0,2
Participant_6,1,1.5,0.620391686150128,0.620391686150128,0,CD,O,U,3,Premise,0,2
Participant_6,0,0,0.582595301777815,0,0.582595301777815,DE,O,U,3,Premise,0,2
Participant_6,1,2,0.592664056999411,0.592664056999411,0,EF,O,U,3,Premise,0,2
Participant_6,1,1,0.798573578042692,0.798573578042692,0,BD,O,U,3,Inference,1,2
Participant_6,1,2,0.840795072696324,0.840795072696324,0,CE,O,U,3,Inference,1,2
Participant_6,1,1,0.676528184611698,0.676528184611698,0,BE,O,U,3,Inference,2,2
Participant_6,1,2,0.872791293673799,0.872791293673799,0,AF,O,U,3,Anchor,3,2
Participant_6,0.5,-1,1.72461681203208,1.49224079004352,1.95699283402064,AB,F,C,3,Premise,0,2
Participant_6,1,2,1.4143297520543,1.4143297520543,0,BC,F,C,3,Premise,0,2
Participant_6,0.5,-1.5,1.94302445998562,2.87881006973021,1.00723885024104,CD,F,C,3,Premise,0,2
Participant_6,0.5,0.5,0.915290159556434,0.98690530684803,0.843675012264839,DE,F,C,3,Premise,0,2
Participant_6,1,2,0.901992249000955,0.901992249000955,0,EF,F,C,3,Premise,0,2
Participant_6,1,0,1.98722706773708,1.98722706773708,0,BD,F,C,3,Inference,1,2
Participant_6,1,1,1.60693725713975,1.60693725713975,0,CE,F,C,3,Inference,1,2
Participant_6,1,0.5,1.69621230471125,1.69621230471125,0,BE,F,C,3,Inference,2,2
Participant_6,1,2,0.925434608129081,0.925434608129081,0,AF,F,C,3,Anchor,3,2
Participant_6,1,1,1.27337256729265,1.27337256729265,0,AB,S,D,3,Premise,0,3
Participant_6,0,-1,0.741285257706295,0,0.741285257706295,BC,S,D,3,Premise,0,3
Participant_6,1,-1.5,0.619072569140144,0.619072569140144,0,CD,S,D,3,Premise,0,3
Participant_6,1,1,0.788554857409054,0.788554857409054,0,DE,S,D,3,Premise,0,3
Participant_6,1,2,0.558871466018672,0.558871466018672,0,EF,S,D,3,Premise,0,3
Participant_6,0.5,-2,1.01573677598662,1.20723813179575,0.824235420177502,BD,S,D,3,Inference,1,3
Participant_6,1,2,0.662538770391166,0.662538770391166,0,CE,S,D,3,Inference,1,3
Participant_6,1,1.5,1.30679644184806,1.30679644184806,0,BE,S,D,3,Inference,2,3
Participant_6,1,2,0.594886619057661,0.594886619057661,0,AF,S,D,3,Anchor,3,3
Participant_6,0,2,0.713210978665984,0,0.713210978665984,AB,O,U,3,Premise,0,3
Participant_6,1,1,0.741041756044751,0.741041756044751,0,BC,O,U,3,Premise,0,3
Participant_6,1,-0.5,0.541777598052477,0.541777598052477,0,CD,O,U,3,Premise,0,3
Participant_6,0.5,0,1.19671829551908,1.18372341495569,1.20971317608246,DE,O,U,3,Premise,0,3
Participant_6,1,2,0.619958822816898,0.619958822816898,0,EF,O,U,3,Premise,0,3
Participant_6,1,1,0.637819631211642,0.637819631211642,0,BD,O,U,3,Inference,1,3
Participant_6,1,0,1.19286280977826,1.19286280977826,0,CE,O,U,3,Inference,1,3
Participant_6,1,2,0.806025652605058,0.806025652605058,0,BE,O,U,3,Inference,2,3
Participant_6,0.5,1.5,0.468863860761303,0.498950043414879,0.438777678107726,AF,O,U,3,Anchor,3,3
Participant_6,1,1,1.77970412367131,1.77970412367131,0,AB,F,C,3,Premise,0,3
Participant_6,0.5,2,1.87023285840655,2.46898009495771,1.27148562185539,BC,F,C,3,Premise,0,3
Participant_6,0.5,2,0.938031777864808,1.39565761357062,0.480405942158995,CD,F,C,3,Premise,0,3
Participant_6,1,2,0.815123993406587,0.815123993406587,0,DE,F,C,3,Premise,0,3
Participant_6,1,2,0.70226084493288,0.70226084493288,0,EF,F,C,3,Premise,0,3
Participant_6,1,1,1.38065262550754,1.38065262550754,0,BD,F,C,3,Inference,1,3
Participant_6,1,1.5,1.04304693706217,1.04304693706217,0,CE,F,C,3,Inference,1,3
Participant_6,1,1,1.74743489345451,1.74743489345451,0,BE,F,C,3,Inference,2,3
Participant_6,1,1,0.843032003661847,0.843032003661847,0,AF,F,C,3,Anchor,3,3
Participant_6,1,0,0.877131216861699,0.877131216861699,0,AB,S,D,3,Premise,0,4
Participant_6,0,-1,1.81018801715231,0,1.81018801715231,BC,S,D,3,Premise,0,4
Participant_6,1,1,0.644852954760609,0.644852954760609,0,CD,S,D,3,Premise,0,4
Participant_6,1,2,0.764944176795098,0.764944176795098,0,DE,S,D,3,Premise,0,4
Participant_6,1,2,0.565596114647406,0.565596114647406,0,EF,S,D,3,Premise,0,4
Participant_6,0,1,1.15551032200733,0,1.15551032200733,BD,S,D,3,Inference,1,4
Participant_6,1,1,0.585614055254382,0.585614055254382,0,CE,S,D,3,Inference,1,4
Participant_6,1,1,0.940692591596644,0.940692591596644,0,BE,S,D,3,Inference,2,4
Participant_6,1,1,0.54711231148508,0.54711231148508,0,AF,S,D,3,Anchor,3,4
Participant_6,0,2,0.668635549087639,0,0.668635549087639,AB,O,U,3,Premise,0,4
Participant_6,1,0.5,0.643113547210987,0.643113547210987,0,BC,O,U,3,Premise,0,4
Participant_6,0.5,0,1.12042709524349,1.07213037525435,1.16872381523262,CD,O,U,3,Premise,0,4
Participant_6,0,1,0.57334018593383,0,0.57334018593383,DE,O,U,3,Premise,0,4
Participant_6,1,2,0.587606714795356,0.587606714795356,0,EF,O,U,3,Premise,0,4
Participant_6,1,2,0.692175411515109,0.692175411515109,0,BD,O,U,3,Inference,1,4
Participant_6,1,0.5,1.22227314061206,1.22227314061206,0,CE,O,U,3,Inference,1,4
Participant_6,1,2,0.808837083276103,0.808837083276103,0,BE,O,U,3,Inference,2,4
Participant_6,0.5,1,0.57537749172252,0.688880313160098,0.461874670284942,AF,O,U,3,Anchor,3,4
Participant_6,1,2,1.01322991483335,1.01322991483335,0,AB,F,C,3,Premise,0,4
Participant_6,1,2,1.36878031582864,1.36878031582864,0,BC,F,C,3,Premise,0,4
Participant_6,0.5,1,1.2172096403051,1.49758910262062,0.936830177989577,CD,F,C,3,Premise,0,4
Participant_6,1,2,1.57353467935764,1.57353467935764,0,DE,F,C,3,Premise,0,4
Participant_6,1,2,0.694875996329756,0.694875996329756,0,EF,F,C,3,Premise,0,4
Participant_6,1,2,1.25218612661456,1.25218612661456,0,BD,F,C,3,Inference,1,4
Participant_6,1,2,1.229639258318,1.229639258318,0,CE,F,C,3,Inference,1,4
Participant_6,1,2,0.899558258734714,0.899558258734714,0,BE,F,C,3,Inference,2,4
Participant_6,1,1.5,1.32606694268657,1.32606694268657,0,AF,F,C,3,Anchor,3,4
Participant_8,0,-2,1.2871046122583,0,1.2871046122583,AB,F,D,3,Premise,0,1
Participant_8,1,-1,2.70695122952509,2.70695122952509,0,BC,F,D,3,Premise,0,1
Participant_8,1,-1,3.20178065602033,3.20178065602033,0,CD,F,D,3,Premise,0,1
Participant_8,0,-2,1.89493128823028,0,1.89493128823028,DE,F,D,3,Premise,0,1
Participant_8,1,0,1.33450598341483,1.33450598341483,0,EF,F,D,3,Premise,0,1
Participant_8,1,0.5,1.44543495217374,1.44543495217374,0,BD,F,D,3,Inference,1,1
Participant_8,1,-2,1.604437271645,1.604437271645,0,CE,F,D,3,Inference,1,1
Participant_8,1,-1,5.03725958577945,5.03725958577945,0,BE,F,D,3,Inference,2,1
Participant_8,1,-1,2.09123245001854,2.09123245001854,0,AF,F,D,3,Anchor,3,1
Participant_8,0.5,-1,2.83305759678149,2.47051089946217,3.1956042941008,AB,S,U,3,Premise,0,1
Participant_8,0,-2,1.27343846217013,0,1.27343846217013,BC,S,U,3,Premise,0,1
Participant_8,1,-1,23.5947106305679,23.5947106305679,0,CD,S,U,3,Premise,0,1
Participant_8,0,-1,2.00232845149628,0,2.00232845149628,DE,S,U,3,Premise,0,1
Participant_8,1,1.5,1.19308854016992,1.19308854016992,0,EF,S,U,3,Premise,0,1
Participant_8,0.5,-1.5,3.44758431175342,3.95342737797114,2.9417412455357,BD,S,U,3,Inference,1,1
Participant_8,1,-2,2.04866348167002,2.04866348167002,0,CE,S,U,3,Inference,1,1
Participant_8,0,-1,1.99623342501741,0,1.99623342501741,BE,S,U,3,Inference,2,1
Participant_8,1,1,1.43628561312039,1.43628561312039,0,AF,S,U,3,Anchor,3,1
Participant_8,0.5,-1,1.91638357485931,1.81103698838206,2.02173016133656,AB,O,C,3,Premise,0,1
Participant_8,1,-1,1.61824915842203,1.61824915842203,0,BC,O,C,3,Premise,0,1
Participant_8,1,-1.5,4.64909940884274,4.64909940884274,0,CD,O,C,3,Premise,0,1
Participant_8,0,-2,4.01404819573872,0,4.01404819573872,DE,O,C,3,Premise,0,1
Participant_8,0.5,0,1.74239295537586,1.54914148774583,1.9356444230059,EF,O,C,3,Premise,0,1
Participant_8,1,0,2.36297441397426,2.36297441397426,0,BD,O,C,3,Inference,1,1
Participant_8,0.5,-1,2.53760827620181,1.9307735333964,3.14444301900721,CE,O,C,3,Inference,1,1
Participant_8,1,1,1.26215900693774,1.26215900693774,0,BE,O,C,3,Inference,2,1
Participant_8,1,-1,1.56402484707917,1.56402484707917,0,AF,O,C,3,Anchor,3,1
Participant_8,0,-1,1.34126503551056,0,1.34126503551056,AB,F,D,3,Premise,0,2
Participant_8,1,0,1.15450654788788,1.15450654788788,0,BC,F,D,3,Premise,0,2
Participant_8,1,-0.5,1.67953271891304,1.67953271891304,0,CD,F,D,3,Premise,0,2
Participant_8,0,0,2.61369796584415,0,2.61369796584415,DE,F,D,3,Premise,0,2
Participant_8,1,-1,0.962229309495569,0.962229309495569,0,EF,F,D,3,Premise,0,2
Participant_8,1,-2,0.982140328010132,0.982140328010132,0,BD,F,D,3,Inference,1,2
Participant_8,1,-1,1.76601718050824,1.76601718050824,0,CE,F,D,3,Inference,1,2
Participant_8,1,0.5,0.965559700726772,0.965559700726772,0,BE,F,D,3,Inference,2,2
Participant_8,1,-0.5,1.06551582577276,1.06551582577276,0,AF,F,D,3,Anchor,3,2
Participant_8,1,-0.5,1.52888408801687,1.52888408801687,0,AB,S,U,3,Premise,0,2
Participant_8,0,-0.5,1.25185326778592,0,1.25185326778592,BC,S,U,3,Premise,0,2
Participant_8,1,-2,1.55801936655848,1.55801936655848,0,CD,S,U,3,Premise,0,2
Participant_8,1,-1,2.24434859805422,2.24434859805422,0,DE,S,U,3,Premise,0,2
Participant_8,1,-2,1.74131404203763,1.74131404203763,0,EF,S,U,3,Premise,0,2
Participant_8,0,0,1.54892596165678,0,1.54892596165678,BD,S,U,3,Inference,1,2
Participant_8,1,-2,2.29241476456332,2.29241476456332,0,CE,S,U,3,Inference,1,2
Participant_8,0.5,-1,1.38002919865357,1.12240906851684,1.6376493287903,BE,S,U,3,Inference,2,2
Participant_8,1,1,1.09805795599141,1.09805795599141,0,AF,S,U,3,Anchor,3,2
Participant_8,0.5,-1.5,1.74482609097265,1.95751672892993,1.53213545301537,AB,O,C,3,Premise,0,2
Participant_8,1,0,1.16335825567569,1.16335825567569,0,BC,O,C,3,Premise,0,2
Participant_8,1,0.5,1.15405419967976,1.15405419967976,0,CD,O,C,3,Premise,0,2
Participant_8,0,-1,1.77243190401896,0,1.77243190401896,DE,O,C,3,Premise,0,2
Participant_8,1,0,1.32206704913983,1.32206704913983,0,EF,O,C,3,Premise,0,2
Participant_8,1,1,1.08403695759273,1.08403695759273,0,BD,O,C,3,Inference,1,2
Participant_8,0,-0.5,1.45777330760711,0,1.45777330760711,CE,O,C,3,Inference,1,2
Participant_8,1,-2,1.06959876226426,1.06959876226426,0,BE,O,C,3,Inference,2,2
Participant_8,1,-1,1.66499317500711,1.66499317500711,0,AF,O,C,3,Anchor,3,2
Participant_8,0,-0.5,1.21813754669733,0,1.21813754669733,AB,F,D,3,Premise,0,3
Participant_8,1,0.5,1.05214576747812,1.05214576747812,0,BC,F,D,3,Premise,0,3
Participant_8,1,0,1.44899857342284,1.44899857342284,0,CD,F,D,3,Premise,0,3
Participant_8,0.5,-1,1.59246941582182,0.872169424032109,2.31276940761154,DE,F,D,3,Premise,0,3
Participant_8,1,0.5,0.787021993924327,0.787021993924327,0,EF,F,D,3,Premise,0,3
Participant_8,1,-0.5,2.21055436388997,2.21055436388997,0,BD,F,D,3,Inference,1,3
Participant_8,1,-2,0.841543166796328,0.841543166796328,0,CE,F,D,3,Inference,1,3
Participant_8,1,1,1.05648887474831,1.05648887474831,0,BE,F,D,3,Inference,2,3
Participant_8,1,-1,1.06869971057927,1.06869971057927,0,AF,F,D,3,Anchor,3,3
Participant_8,1,-0.5,1.12588237407113,1.12588237407113,0,AB,S,U,3,Premise,0,3
Participant_8,0,0.5,1.19716916745369,0,1.19716916745369,BC,S,U,3,Premise,0,3
Participant_8,1,0,0.992982829755192,0.992982829755192,0,CD,S,U,3,Premise,0,3
Participant_8,0,-1,2.04961307935469,0,2.04961307935469,DE,S,U,3,Premise,0,3
Participant_8,1,1.5,1.25554517837372,1.25554517837372,0,EF,S,U,3,Premise,0,3
Participant_8,0,-1,0.913219190032123,0,0.913219190032123,BD,S,U,3,Inference,1,3
Participant_8,1,-1,1.64066361509094,1.64066361509094,0,CE,S,U,3,Inference,1,3
Participant_8,0,-1,1.28579144258788,0,1.28579144258788,BE,S,U,3,Inference,2,3
Participant_8,1,-0.5,1.38005613941459,1.38005613941459,0,AF,S,U,3,Anchor,3,3
Participant_8,0.5,-1,1.26988356459628,1.49113110144071,1.04863602775185,AB,O,C,3,Premise,0,3
Participant_8,1,-0.5,0.953243667638162,0.953243667638162,0,BC,O,C,3,Premise,0,3
Participant_8,0.5,0,1.05489680405594,1.26710404778487,0.842689560327017,CD,O,C,3,Premise,0,3
Participant_8,0,-0.5,1.82492276981816,0,1.82492276981816,DE,O,C,3,Premise,0,3
Participant_8,1,0,1.08902253787096,1.08902253787096,0,EF,O,C,3,Premise,0,3
Participant_8,1,-1,1.25161259698666,1.25161259698666,0,BD,O,C,3,Inference,1,3
Participant_8,0.5,0.5,1.38333367543828,1.3488679748757,1.41779937600086,CE,O,C,3,Inference,1,3
Participant_8,1,-0.5,1.48983409622724,1.48983409622724,0,BE,O,C,3,Inference,2,3
Participant_8,1,1,0.924262079724258,0.924262079724258,0,AF,O,C,3,Anchor,3,3
Participant_8,0,-1,1.16737140276678,0,1.16737140276678,AB,F,D,3,Premise,0,4
Participant_8,1,0,0.67579642021451,0.67579642021451,0,BC,F,D,3,Premise,0,4
Participant_8,1,-0.5,3.05778049181004,3.05778049181004,0,CD,F,D,3,Premise,0,4
Participant_8,0,1.5,1.05380326573345,0,1.05380326573345,DE,F,D,3,Premise,0,4
Participant_8,1,-1,2.27082495176342,2.27082495176342,0,EF,F,D,3,Premise,0,4
Participant_8,1,-0.5,0.794560275463027,0.794560275463027,0,BD,F,D,3,Inference,1,4
Participant_8,1,0.5,1.24245992241049,1.24245992241049,0,CE,F,D,3,Inference,1,4
Participant_8,1,0.5,0.959686101646412,0.959686101646412,0,BE,F,D,3,Inference,2,4
Participant_8,1,-0.5,0.886390553799401,0.886390553799401,0,AF,F,D,3,Anchor,3,4
Participant_8,1,-1,0.927898056159847,0.927898056159847,0,AB,S,U,3,Premise,0,4
Participant_8,0,0.5,1.03123075659914,0,1.03123075659914,BC,S,U,3,Premise,0,4
Participant_8,1,0,1.44327455971097,1.44327455971097,0,CD,S,U,3,Premise,0,4
Participant_8,1,-0.5,1.5086515764192,1.5086515764192,0,DE,S,U,3,Premise,0,4
Participant_8,1,0,0.869232881070729,0.869232881070729,0,EF,S,U,3,Premise,0,4
Participant_8,0.5,-1,2.39591988587381,3.7576311630196,1.03420860872802,BD,S,U,3,Inference,1,4
Participant_8,1,-1,1.07114926721124,1.07114926721124,0,CE,S,U,3,Inference,1,4
Participant_8,1,-2,1.0710969251611,1.0710969251611,0,BE,S,U,3,Inference,2,4
Participant_8,1,0.5,0.810440956114689,0.810440956114689,0,AF,S,U,3,Anchor,3,4
Participant_8,0,-1,1.61541473377383,0,1.61541473377383,AB,O,C,3,Premise,0,4
Participant_8,1,-0.5,0.974279270495572,0.974279270495572,0,BC,O,C,3,Premise,0,4
Participant_8,1,-1,1.34082859518048,1.34082859518048,0,CD,O,C,3,Premise,0,4
Participant_8,0.5,-0.5,1.29671168767186,0.654065745720345,1.93935762962337,DE,O,C,3,Premise,0,4
Participant_8,1,-0.5,1.26449259000788,1.26449259000788,0,EF,O,C,3,Premise,0,4
Participant_8,1,-0.5,1.12802506260505,1.12802506260505,0,BD,O,C,3,Inference,1,4
Participant_8,0,0,1.2234967055299,0,1.2234967055299,CE,O,C,3,Inference,1,4
Participant_8,0.5,-1,1.57585389383803,1.40932150334584,1.74238628433022,BE,O,C,3,Inference,2,4
Participant_8,1,0,1.07061430066915,1.07061430066915,0,AF,O,C,3,Anchor,3,4
Participant_10,1,0,1.21649091207655,1.21649091207655,0,AB,O,D,3,Premise,0,1
Participant_10,0,0,0.887719500805474,0,0.887719500805474,BC,O,D,3,Premise,0,1
Participant_10,0,-1.5,1.41122032698047,0,1.41122032698047,CD,O,D,3,Premise,0,1
Participant_10,0.5,-2,1.05833974773441,1.22127477241702,0.895404723051797,DE,O,D,3,Premise,0,1
Participant_10,0.5,0,0.921039235608646,0.950076972813122,0.89200149840417,EF,O,D,3,Premise,0,1
Participant_10,0,-1,0.942734536161765,0,0.942734536161765,BD,O,D,3,Inference,1,1
Participant_10,0,-2,0.922356497018654,0,0.922356497018654,CE,O,D,3,Inference,1,1
Participant_10,0.5,0,1.08100464915788,1.47147284912307,0.690536449192678,BE,O,D,3,Inference,2,1
Participant_10,0.5,-1.5,0.930422734690069,1.08347906852623,0.777366400853907,AF,O,D,3,Anchor,3,1
Participant_10,0,-1.5,0.862855999260887,0,0.862855999260887,AB,S,U,3,Premise,0,1
Participant_10,0.5,-0.5,5.73333025442082,1.124037583259,10.3426229255826,BC,S,U,3,Premise,0,1
Participant_10,1,1,1.38408894978306,1.38408894978306,0,CD,S,U,3,Premise,0,1
Participant_10,0,-0.5,1.69383216847814,0,1.69383216847814,DE,S,U,3,Premise,0,1
Participant_10,0.5,-1.5,0.856689194043383,0.849953303159964,0.863425084926803,EF,S,U,3,Premise,0,1
Participant_10,1,-1,1.12493970462958,1.12493970462958,0,BD,S,U,3,Inference,1,1
Participant_10,0,0,1.55522517113616,0,1.55522517113616,CE,S,U,3,Inference,1,1
Participant_10,0.5,-0.5,1.0567423052845,0.76767449736758,1.34581011320142,BE,S,U,3,Inference,2,1
Participant_10,0.5,-1,0.848653488921059,0.800248878762659,0.897058099079459,AF,S,U,3,Anchor,3,1
Participant_10,1,-0.5,1.78653334975411,1.78653334975411,0,AB,F,C,3,Premise,0,1
Participant_10,0.5,0,1.73472885043657,1.80699477611165,1.66246292476148,BC,F,C,3,Premise,0,1
Participant_10,0,0,1.28193140182884,0,1.28193140182884,CD,F,C,3,Premise,0,1
Participant_10,0.5,-1,2.22461051756522,3.21004084690617,1.23918018822428,DE,F,C,3,Premise,0,1
Participant_10,0,-1,2.75779734597734,0,2.75779734597734,EF,F,C,3,Premise,0,1
Participant_10,0,-2,0.959672403706918,0,0.959672403706918,BD,F,C,3,Inference,1,1
Participant_10,0.5,-1,1.86325831049805,2.54547297227941,1.1810436487167,CE,F,C,3,Inference,1,1
Participant_10,0.5,-2,1.06344073606533,1.10996336094081,1.01691811118985,BE,F,C,3,Inference,2,1
Participant_10,0.5,-2,2.13446919548016,0.915116434208812,3.35382195675152,AF,F,C,3,Anchor,3,1
Participant_10,1,0,0.603898416412676,0.603898416412676,0,AB,O,D,3,Premise,0,2
Participant_10,0,0,0.545140449726432,0,0.545140449726432,BC,O,D,3,Premise,0,2
Participant_10,0.5,-2,0.690818682841268,0.778363968513077,0.60327339716946,CD,O,D,3,Premise,0,2
Participant_10,0,-2,0.688470755462504,0,0.688470755462504,DE,O,D,3,Premise,0,2
Participant_10,1,-1,0.861120518899384,0.861120518899384,0,EF,O,D,3,Premise,0,2
Participant_10,0,-0.5,0.829951917649282,0,0.829951917649282,BD,O,D,3,Inference,1,2
Participant_10,0.5,0.5,0.611244958280736,0.463977749725473,0.758512166835999,CE,O,D,3,Inference,1,2
Participant_10,0,0,0.622780360643219,0,0.622780360643219,BE,O,D,3,Inference,2,2
Participant_10,0.5,-2,0.780453267239295,0.877330480207775,0.683576054270816,AF,O,D,3,Anchor,3,2
Participant_10,0,-0.5,0.751707256996838,0,0.751707256996838,AB,S,U,3,Premise,0,2
Participant_10,1,0,1.0024741627924,1.0024741627924,0,BC,S,U,3,Premise,0,2
